2.0177,-6.2724,0,0,-2.4791,6.7938,0,0,2.7521,-1.7285,0,0
-6.2724,0.11088,0,0,6.7938,9.9061,0,0,-1.7285,-9.1478,0,0
0,0,0.91501,0.1225,0,0,0.31148,-0.11516,0,0,-0.44615,-0.8567
0,0,0.1225,0.94119,0,0,-0.11516,0.86799,0,0,-0.8567,0.64692
